company_id,id_x,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,profit_margin,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,id,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,profit_score,leverage_score,cash_score,health_score,health_label
BAJAJ-AUTO,212.0,29437.23076923077,23984.153846153848,5453.2307692307695,18.692307692307693,1445.923076923077,22.923076923076923,278.15384615384613,6597.923076923077,26.083333333333332,4938.461538461538,172.3846153846154,49.75,16.812154339167,305.0,287.0,20709.76923076923,647.8461538461538,5456.2307692307695,27101.076923076922,2277.6153846153848,100.38461538461539,18737.76923076923,5985.307692307692,27101.076923076922,0.02389567529200182,219.5,3717.3333333333335,-786.5833333333334,-2982.4166666666665,-51.5,2930.75,0.08056838928544466,0.9997143143772291,0.5103573412400895,48.52488523993734,AVERAGE
BAJAJFINSV,238.0,49845.07692307692,32091.53846153846,17753.615384615383,39.69230769230769,2.0,7979.615384615385,364.2307692307692,9412.076923076924,27.0,6814.538461538462,24.307692307692307,1.5,16.57380492285194,318.0,98.3076923076923,29487.46153846154,118871.38461538461,100701.69230769231,249158.53846153847,2797.076923076923,70.61538461538461,93992.53846153847,152298.53846153847,249158.53846153847,3.4511297846622915,237.5,-21289.916666666668,-2935.5,24867.416666666668,642.0833333333334,-24225.416666666668,0.08018734845294942,0.9587398912252356,0.20303312368735496,38.06068438549569,POOR
BAJAJHLDNG,251.0,675.3846153846154,100.15384615384616,575.4615384615385,83.76923076923077,2490.3846153846152,2.3846153846153846,18.076923076923077,3045.3076923076924,10.333333333333334,3613.153846153846,321.7692307692308,18.166666666666668,591.936836700258,331.0,111.0,29660.153846153848,47.76923076923077,4445.615384615385,34264.846153846156,350.53846153846155,0.0,33378.46153846154,535.7692307692307,34264.846153846156,0.001263327277933323,249.5,1007.9166666666666,-321.5833333333333,-704.75,-18.5,686.3333333333334,1.0,0.9999848962443727,0.48495745308900107,84.54827048000122,EXCELLENT
BAJFINANCE,263.0,27022.18181818182,9362.90909090909,8776.181818181818,8883.181818181818,30.818181818181817,11.909090909090908,305.54545454545456,8589.454545454546,30.5,6233.090909090909,103.0909090909091,12.2,21.028555722131642,343.0,106.63636363636364,35184.454545454544,140181.9090909091,3845.909090909091,179318.72727272726,1400.6363636363637,21.545454545454547,13638.09090909091,164258.45454545456,179318.72727272726,4.3574335602822325,260.5,-25418.2,-2880.3,28626.1,328.1,-28298.5,0.08730900194536921,0.9479045431803004,0.15693835766943084,36.637647103306705,POOR
BANKBARODA,275.0,67282.61538461539,40927.92307692308,29096.46153846154,-2741.6923076923076,-5.6923076923076925,11544.384615384615,938.9230769230769,7863.615384615385,13.666666666666666,5732.2307692307695,13.153846153846153,10.833333333333334,6.782138789150854,354.5,695.9166666666666,63921.583333333336,882107.3333333334,42498.666666666664,989223.4166666666,6774.333333333333,0.8333333333333334,228060.66666666666,754387.5,989223.4166666666,14.142868675584618,271.5,2183.8333333333335,-1328.5833333333333,2018.25,2873.3333333333335,855.25,0.06453375603899078,0.8309144145968621,0.48686906981503436,42.11485477391652,AVERAGE
BEL,301.0,12344.692307692309,9646.76923076923,2697.846153846154,20.46153846153846,383.84615384615387,10.461538461538462,303.3076923076923,2767.923076923077,25.25,2082.6923076923076,2.8461538461538463,34.583333333333336,16.397807356583666,367.0,8.538461538461538,34.53846153846154,40.84615384615385,29.692307692307693,114.07692307692308,13.384615384615385,0.15384615384615385,0.15384615384615385,100.23076923076923,114.07692307692308,1.66143530422806,283.5,1673.3333333333333,-743.0,-964.3333333333334,-33.75,930.3333333333334,0.07990598733109396,0.980136649256327,0.48771878203514096,47.23190243198779,AVERAGE
BHARTIARTL,288.0,104895.23076923077,60437.46153846154,44457.92307692308,40.53846153846154,-1497.6153846153845,12535.076923076924,25844.76923076923,4580.538461538462,29.5,1944.4615384615386,1.0769230769230769,54.916666666666664,0.8662740913769528,380.0,2367.076923076923,64938.46153846154,139891.3076923077,93927.69230769231,301078.07692307694,210526.3076923077,11336.692307692309,21042.153846153848,58173.07692307692,301078.07692307694,2.0379676248026604,295.5,37385.0,-29653.166666666668,-7132.833333333333,599.0,7731.833333333333,0.05507627112369614,0.9756350032813865,0.5646908264087918,48.4128257356532,AVERAGE
BHEL,314.0,28161.46153846154,26617.076923076922,1544.3846153846155,3.5384615384615383,817.1538461538462,426.7692307692308,624.6923076923077,1310.2307692307693,21.666666666666668,807.0769230769231,2.1538461538461537,36.166666666666664,1.2438768889704184,393.0,619.6923076923077,28613.69230769231,3896.4615384615386,30433.30769230769,63563.38461538462,3274.3076923076924,851.8461538461538,266.3076923076923,59170.92307692308,63563.38461538462,0.14593637361691575,307.5,-80.91666666666667,377.9166666666667,-16.083333333333332,281.0833333333333,297.0,0.055679931441275254,0.998255252330298,0.4805513981585482,46.59139677231639,AVERAGE
BOSCHLTD,327.0,11812.384615384615,10048.0,1764.3846153846155,15.307692307692308,520.7692307692307,15.76923076923077,406.61538461538464,1862.6923076923076,27.0,1366.8461538461538,453.3076923076923,38.25,11.394408869951896,406.0,30.307692307692307,9373.692307692309,69.07692307692308,3891.153846153846,13364.076923076924,1298.0,370.3076923076923,4243.538461538462,7452.692307692308,13364.076923076924,0.009345139595596661,319.5,1110.8333333333333,-235.83333333333334,-860.3333333333334,14.583333333333334,875.0,0.07190723006906023,0.9998882738406584,0.487092579022765,47.48571478866511,AVERAGE
BPCL,340.0,300060.92307692306,283619.6923076923,16441.076923076922,5.538461538461538,2878.076923076923,2192.769230769231,4043.6923076923076,13082.923076923076,28.083333333333332,9413.76923076923,20.923076923076923,48.75,3.2443696819884287,419.0,1753.6153846153845,39864.153846153844,46216.07692307692,51267.53846153846,139101.53846153847,55170.307692307695,14327.0,19968.30769230769,49635.769230769234,139101.53846153847,1.217929005435939,331.5,14809.583333333334,-8593.25,-6067.666666666667,148.75,6216.333333333333,0.05887804894052144,0.9854390050853609,0.5475400312535661,48.34449304778867,AVERAGE
BRITANNIA,353.0,11427.846153846154,9632.461538461539,1795.3846153846155,14.76923076923077,210.76923076923077,66.61538461538461,173.3846153846154,1766.0,28.833333333333332,1273.3076923076924,53.0,61.166666666666664,10.382522057744499,432.0,24.0,2763.846153846154,1172.6923076923076,1967.0,5927.615384615385,1644.076923076923,136.0,1580.6923076923076,2566.5384615384614,5927.615384615385,0.4105674293542727,343.5,1261.6666666666667,-378.4166666666667,-860.8333333333334,22.25,883.25,0.07028956219608841,0.9950914460331748,0.48718594362852585,47.27990417769456,AVERAGE
CANBK,366.0,61435.92307692308,42129.61538461538,27833.846153846152,-8527.615384615385,-14.384615384615385,14269.307692307691,483.53846153846155,5258.307692307692,8.083333333333334,4216.0,5.6923076923076925,9.666666666666666,4.773663804808068,444.5,1010.3333333333334,46763.75,753138.9166666666,38910.916666666664,839824.25,8448.0,0.5833333333333334,216504.08333333334,614871.5,839824.25,15.716221553031241,355.5,6454.333333333333,-830.5,287.3333333333333,5911.0,5623.833333333333,0.061322877691094096,0.8121041365386324,0.5408347550216484,43.04108185445219,AVERAGE
CHOLAFIN,379.0,8779.307692307691,4229.076923076923,2466.923076923077,2083.230769230769,22.923076923076923,67.0,86.3076923076923,2064.230769230769,31.333333333333332,1476.4615384615386,18.076923076923077,10.583333333333334,15.561529565819617,457.0,157.3846153846154,8391.384615384615,58961.0,1507.3846153846155,69017.07692307692,402.15384615384613,11.461538461538462,1350.3846153846155,67253.38461538461,69017.07692307692,6.984810744752756,367.5,-9105.583333333334,-475.9166666666667,9650.333333333334,68.5,-9581.5,0.07856905942702559,0.9164928388435434,0.36875718506656713,41.70026309438434,AVERAGE
CIPLA,392.0,17158.615384615383,132.76923076923077,13492.615384615385,3666.0,21.076923076923077,323.7692307692308,964.5384615384615,2892.5384615384614,24.25,2147.3076923076924,26.615384615384617,16.666666666666668,12.227890991012202,470.0,161.07692307692307,16498.923076923078,2258.153846153846,4212.923076923077,23131.076923076922,8718.846153846154,977.3076923076923,2328.0,11106.923076923076,23131.076923076922,0.16575528716030638,379.5,2411.0,-1842.75,-523.8333333333334,44.416666666666664,568.25,0.07323968863425727,0.9980183065822036,0.48362111322674683,47.3787701396388,AVERAGE
COALINDIA,405.0,97739.30769230769,436.15384615384613,72939.61538461539,24799.69230769231,24.23076923076923,6285.2307692307695,3992.153846153846,26656.384615384617,31.416666666666668,18805.076923076922,30.384615384615383,82.0,18.640942997448892,483.0,6216.846153846154,39075.53846153846,3411.846153846154,106338.61538461539,155043.0,38474.846153846156,10035.846153846154,4492.076923076923,102040.07692307692,155043.0,0.07940610497473223,391.5,17967.916666666668,-4320.333333333333,-13679.166666666666,-31.75,13647.583333333334,0.08349200942088676,0.999050657398282,0.6316389072002974,52.260367314792845,AVERAGE
DABUR,418.0,9087.76923076923,7332.923076923077,1754.6153846153845,19.23076923076923,285.2307692307692,64.76923076923077,212.23076923076923,1763.0,19.666666666666668,1403.4615384615386,7.923076923076923,43.75,15.426283295306536,496.0,176.23076923076923,6001.7692307692305,950.9230769230769,2526.923076923077,9655.76923076923,2378.4615384615386,109.0,3914.6153846153848,3253.6923076923076,9655.76923076923,0.18646569725441903,403.5,1421.0,-674.1666666666666,-747.9166666666666,-1.4166666666666667,746.8333333333334,0.07835284596904901,0.9977707025143847,0.4856421268645808,47.63649872013092,AVERAGE
